ranking,type,route_code,passengers,route_name,origin_airport_code,origin_airport_country,origin_airport_icao,origin_airport_name,destination_airport_code,destination_airport_country,destination_airport_icao,destination_airport_name
1,domestic,TR_LTBJ_TR_LTFJ,2752419,IZMIR/ADNAN MENDERES airport - ISTANBUL/SABIHA GOKCEN airport,TR_LTBJ,TR,LTBJ,IZMIR/ADNAN MENDERES airport,TR_LTFJ,TR,LTFJ,ISTANBUL/SABIHA GOKCEN airport
2,domestic,TR_LTAI_TR_LTFJ,2617372,ANTALYA airport - ISTANBUL/SABIHA GOKCEN airport,TR_LTAI,TR,LTAI,ANTALYA airport,TR_LTFJ,TR,LTFJ,ISTANBUL/SABIHA GOKCEN airport
3,domestic,ES_LEBL_ES_LEMD,2572893,BARCELONA/EL PRAT airport - ADOLFO SUAREZ MADRID-BARAJAS airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport
4,domestic,DE_EDDF_DE_EDDT,2248716,FRANKFURT/MAIN airport - BERLIN-TEGEL airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport
5,domestic,FR_LFBO_FR_LFPO,2217290,TOULOUSE/BLAGNAC airport - PARIS-ORLY airport,FR_LFBO,FR,LFBO,TOULOUSE/BLAGNAC airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
6,domestic,TR_LTAC_TR_LTFJ,2184366,ANKARA/ESENBOGA airport - ISTANBUL/SABIHA GOKCEN airport,TR_LTAC,TR,LTAC,ANKARA/ESENBOGA airport,TR_LTFJ,TR,LTFJ,ISTANBUL/SABIHA GOKCEN airport
7,domestic,ES_LEBL_ES_LEPA,2173939,BARCELONA/EL PRAT airport - PALMA DE MALLORCA airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
8,domestic,NO_ENGM_NO_ENVA,2103647,OSLO/GARDERMOEN airport - TRONDHEIM/VAERNES airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport,NO_ENVA,NO,ENVA,TRONDHEIM/VAERNES airport
9,domestic,FR_LFMN_FR_LFPO,2054099,NICE-COTE D'AZUR airport - PARIS-ORLY airport,FR_LFMN,FR,LFMN,NICE-COTE D'AZUR airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
10,domestic,NO_ENBR_NO_ENGM,2003549,BERGEN/FLESLAND airport - OSLO/GARDERMOEN airport,NO_ENBR,NO,ENBR,BERGEN/FLESLAND airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport
11,domestic,ES_LEMD_ES_LEPA,1995104,ADOLFO SUAREZ MADRID-BARAJAS airport - PALMA DE MALLORCA airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
12,domestic,DE_EDDM_DE_EDDT,1933810,MUENCHEN airport - BERLIN-TEGEL airport,DE_EDDM,DE,EDDM,MUENCHEN airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport
13,international,IE_EIDW_UK_EGLL,1855192,DUBLIN airport - LONDON HEATHROW airport,IE_EIDW,IE,EIDW,DUBLIN airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
14,domestic,TR_LTBJ_TR_LTFM,1849549,IZMIR/ADNAN MENDERES airport - ISTANBUL/ISTANBUL HAVALIMANI airport,TR_LTBJ,TR,LTBJ,IZMIR/ADNAN MENDERES airport,TR_LTFM,TR,LTFM,ISTANBUL/ISTANBUL HAVALIMANI airport
15,domestic,IT_LICC_IT_LIRF,1826348,CATANIA/FONTANAROSSA airport - ROMA/FIUMICINO airport,IT_LICC,IT,LICC,CATANIA/FONTANAROSSA airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
16,international,NL_EHAM_UK_EGLL,1748223,AMSTERDAM/SCHIPHOL airport - LONDON HEATHROW airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
17,domestic,DE_EDDH_DE_EDDM,1740129,HAMBURG airport - MUENCHEN airport,DE_EDDH,DE,EDDH,HAMBURG airport,DE_EDDM,DE,EDDM,MUENCHEN airport
18,domestic,NO_ENGM_NO_ENZV,1681182,OSLO/GARDERMOEN airport - STAVANGER/SOLA airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport,NO_ENZV,NO,ENZV,STAVANGER/SOLA airport
19,domestic,ES_GCLP_ES_LEMD,1659106,GRAN CANARIA airport - ADOLFO SUAREZ MADRID-BARAJAS airport,ES_GCLP,ES,GCLP,GRAN CANARIA airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport
20,international,ES_LEBL_UK_EGKK,1588092,BARCELONA/EL PRAT airport - LONDON GATWICK airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
21,domestic,TR_LTCG_TR_LTFJ,1580672,TRABZON airport - ISTANBUL/SABIHA GOKCEN airport,TR_LTCG,TR,LTCG,TRABZON airport,TR_LTFJ,TR,LTFJ,ISTANBUL/SABIHA GOKCEN airport
22,domestic,IT_LICJ_IT_LIRF,1580569,PALERMO/PUNTA RAISI airport - ROMA/FIUMICINO airport,IT_LICJ,IT,LICJ,PALERMO/PUNTA RAISI airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
23,international,ES_LEMD_PT_LPPT,1558588,ADOLFO SUAREZ MADRID-BARAJAS airport - LISBOA airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,PT_LPPT,PT,LPPT,LISBOA airport
24,international,DE_EDDL_ES_LEPA,1557389,DUESSELDORF airport - PALMA DE MALLORCA airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
25,international,DE_EDDF_UK_EGLL,1545245,FRANKFURT/MAIN airport - LONDON HEATHROW airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
26,domestic,TR_LTAI_TR_LTFM,1525593,ANTALYA airport - ISTANBUL/ISTANBUL HAVALIMANI airport,TR_LTAI,TR,LTAI,ANTALYA airport,TR_LTFM,TR,LTFM,ISTANBUL/ISTANBUL HAVALIMANI airport
27,domestic,ES_GCXO_ES_LEMD,1493755,TENERIFE NORTE airport - ADOLFO SUAREZ MADRID-BARAJAS airport,ES_GCXO,ES,GCXO,TENERIFE NORTE airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport
28,domestic,DE_EDDL_DE_EDDM,1488008,DUESSELDORF airport - MUENCHEN airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,DE_EDDM,DE,EDDM,MUENCHEN airport
29,international,ES_LEMD_UK_EGLL,1476128,ADOLFO SUAREZ MADRID-BARAJAS airport - LONDON HEATHROW airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
30,international,DK_EKCH_NO_ENGM,1467630,KOBENHAVN/KASTRUP airport - OSLO/GARDERMOEN airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport
31,domestic,TR_LTAF_TR_LTFJ,1448729,ADANA airport - ISTANBUL/SABIHA GOKCEN airport,TR_LTAF,TR,LTAF,ADANA airport,TR_LTFJ,TR,LTFJ,ISTANBUL/SABIHA GOKCEN airport
32,domestic,FR_LFPO_FR_TFFR,1430913,PARIS-ORLY airport - POINTE-A-PITRE LE RAIZET GUADELOUPE airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport,FR_TFFR,FR,TFFR,POINTE-A-PITRE LE RAIZET GUADELOUPE airport
33,domestic,DE_EDDF_DE_EDDH,1426018,FRANKFURT/MAIN airport - HAMBURG airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,DE_EDDH,DE,EDDH,HAMBURG airport
34,domestic,TR_LTAC_TR_LTFM,1415779,ANKARA/ESENBOGA airport - ISTANBUL/ISTANBUL HAVALIMANI airport,TR_LTAC,TR,LTAC,ANKARA/ESENBOGA airport,TR_LTFM,TR,LTFM,ISTANBUL/ISTANBUL HAVALIMANI airport
35,international,ES_LEBL_IT_LIRF,1399202,BARCELONA/EL PRAT airport - ROMA/FIUMICINO airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
36,international,DK_EKCH_SE_ESSA,1387160,KOBENHAVN/KASTRUP airport - STOCKHOLM/ARLANDA airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
37,international,NO_ENGM_SE_ESSA,1386340,OSLO/GARDERMOEN airport - STOCKHOLM/ARLANDA airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
38,international,ES_LEBL_NL_EHAM,1382718,BARCELONA/EL PRAT airport - AMSTERDAM/SCHIPHOL airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
39,international,ES_LEBL_FR_LFPG,1362677,BARCELONA/EL PRAT airport - PARIS-CHARLES DE GAULLE airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
40,international,ES_LEMD_FR_LFPO,1358436,ADOLFO SUAREZ MADRID-BARAJAS airport - PARIS-ORLY airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
41,international,IE_EIDW_UK_EGKK,1347222,DUBLIN airport - LONDON GATWICK airport,IE_EIDW,IE,EIDW,DUBLIN airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
42,domestic,EL_LGAV_EL_LGTS,1330965,ATHINAI/ELEFTHERIOS VENIZELOS airport - THESSALONIKI/MAKEDONIA airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,EL_LGTS,EL,LGTS,THESSALONIKI/MAKEDONIA airport
43,domestic,DE_EDDK_DE_EDDT,1317136,KOELN/BONN airport - BERLIN-TEGEL airport,DE_EDDK,DE,EDDK,KOELN/BONN airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport
44,international,FR_LFPG_IT_LIRF,1306731,PARIS-CHARLES DE GAULLE airport - ROMA/FIUMICINO airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
45,domestic,TR_LTFE_TR_LTFJ,1303992,MUGLA/MILAS-BODRUM airport - ISTANBUL/SABIHA GOKCEN airport,TR_LTFE,TR,LTFE,MUGLA/MILAS-BODRUM airport,TR_LTFJ,TR,LTFJ,ISTANBUL/SABIHA GOKCEN airport
46,international,FR_LFPO_PT_LPPT,1299018,PARIS-ORLY airport - LISBOA airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport,PT_LPPT,PT,LPPT,LISBOA airport
47,international,ES_LEMD_IT_LIRF,1267738,ADOLFO SUAREZ MADRID-BARAJAS airport - ROMA/FIUMICINO airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
48,domestic,IT_LICC_IT_LIMC,1265011,CATANIA/FONTANAROSSA airport - MILANO/MALPENSA airport,IT_LICC,IT,LICC,CATANIA/FONTANAROSSA airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport
49,international,DE_EDDM_UK_EGLL,1264117,MUENCHEN airport - LONDON HEATHROW airport,DE_EDDM,DE,EDDM,MUENCHEN airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
50,international,FR_LFPG_UK_EGLL,1257826,PARIS-CHARLES DE GAULLE airport - LONDON HEATHROW airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
51,international,FI_EFHK_SE_ESSA,1245039,HELSINKI/VANTAA airport - STOCKHOLM/ARLANDA airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
52,international,FR_LFPG_NL_EHAM,1237650,PARIS-CHARLES DE GAULLE airport - AMSTERDAM/SCHIPHOL airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
53,domestic,DE_EDDS_DE_EDDT,1234360,STUTTGART airport - BERLIN-TEGEL airport,DE_EDDS,DE,EDDS,STUTTGART airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport
54,domestic,DE_EDDL_DE_EDDT,1233050,DUESSELDORF airport - BERLIN-TEGEL airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport
55,domestic,FR_LFPO_FR_TFFF,1216526,PARIS-ORLY airport - AIME CESAIRE MARTINIQUE airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport,FR_TFFF,FR,TFFF,AIME CESAIRE MARTINIQUE airport
56,international,IE_EIDW_NL_EHAM,1215609,DUBLIN airport - AMSTERDAM/SCHIPHOL airport,IE_EIDW,IE,EIDW,DUBLIN airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
57,domestic,NO_ENGM_NO_ENTC,1210362,OSLO/GARDERMOEN airport - TROMSO/LANGNES airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport,NO_ENTC,NO,ENTC,TROMSO/LANGNES airport
58,domestic,ES_LEBL_ES_LEIB,1206315,BARCELONA/EL PRAT airport - IBIZA airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,ES_LEIB,ES,LEIB,IBIZA airport
59,domestic,UK_EGLL_UK_EGPH,1197016,LONDON HEATHROW airport - EDINBURGH airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport,UK_EGPH,UK,EGPH,EDINBURGH airport
60,domestic,EL_LGAV_EL_LGSR,1187796,ATHINAI/ELEFTHERIOS VENIZELOS airport - SANTORINI airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,EL_LGSR,EL,LGSR,SANTORINI airport
61,international,CH_LSZH_UK_EGLL,1184506,ZURICH airport - LONDON HEATHROW airport,CH_LSZH,CH,LSZH,ZURICH airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
62,international,CH_LSZH_DE_EDDT,1164277,ZURICH airport - BERLIN-TEGEL airport,CH_LSZH,CH,LSZH,ZURICH airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport
63,international,ES_LEBL_FR_LFPO,1144755,BARCELONA/EL PRAT airport - PARIS-ORLY airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
64,international,ES_LEMD_NL_EHAM,1144665,ADOLFO SUAREZ MADRID-BARAJAS airport - AMSTERDAM/SCHIPHOL airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
65,domestic,TR_LTAC_TR_LTBJ,1141642,ANKARA/ESENBOGA airport - IZMIR/ADNAN MENDERES airport,TR_LTAC,TR,LTAC,ANKARA/ESENBOGA airport,TR_LTBJ,TR,LTBJ,IZMIR/ADNAN MENDERES airport
66,domestic,DE_EDDF_DE_EDDM,1136524,FRANKFURT/MAIN airport - MUENCHEN airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,DE_EDDM,DE,EDDM,MUENCHEN airport
67,international,DE_EDDF_ES_LEPA,1131766,FRANKFURT/MAIN airport - PALMA DE MALLORCA airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
68,domestic,FR_LFMN_FR_LFPG,1124707,NICE-COTE D'AZUR airport - PARIS-CHARLES DE GAULLE airport,FR_LFMN,FR,LFMN,NICE-COTE D'AZUR airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
69,international,ES_LEMG_UK_EGKK,1115661,MALAGA/COSTA DEL SOL airport - LONDON GATWICK airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
70,international,CY_LCLK_EL_LGAV,1113657,LARNAKA/INTL airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,CY_LCLK,CY,LCLK,LARNAKA/INTL airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport
71,international,ES_LEMD_FR_LFPG,1112210,ADOLFO SUAREZ MADRID-BARAJAS airport - PARIS-CHARLES DE GAULLE airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
72,international,DK_EKCH_NL_EHAM,1109819,KOBENHAVN/KASTRUP airport - AMSTERDAM/SCHIPHOL airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
73,international,AT_LOWW_DE_EDDF,1108897,WIEN-SCHWECHAT airport - FRANKFURT/MAIN airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport
74,international,NL_EHAM_UK_EGKK,1098268,AMSTERDAM/SCHIPHOL airport - LONDON GATWICK airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
75,international,BE_EBBR_ES_LEMD,1085561,BRUSSELS airport - ADOLFO SUAREZ MADRID-BARAJAS airport,BE_EBBR,BE,EBBR,BRUSSELS airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport
76,international,FR_LFPG_IT_LIMC,1084885,PARIS-CHARLES DE GAULLE airport - MILANO/MALPENSA airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport
77,international,DE_EDDF_ES_LEMD,1069097,FRANKFURT/MAIN airport - ADOLFO SUAREZ MADRID-BARAJAS airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport
78,international,NL_EHAM_UK_EGCC,1067164,AMSTERDAM/SCHIPHOL airport - MANCHESTER airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,UK_EGCC,UK,EGCC,MANCHESTER airport
79,international,CH_LSGG_UK_EGLL,1066570,GENEVA airport - LONDON HEATHROW airport,CH_LSGG,CH,LSGG,GENEVA airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
80,international,IT_LIRF_NL_EHAM,1048073,ROMA/FIUMICINO airport - AMSTERDAM/SCHIPHOL airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
81,domestic,SE_ESPA_SE_ESSA,1046092,LULEA/KALLAX airport - STOCKHOLM/ARLANDA airport,SE_ESPA,SE,ESPA,LULEA/KALLAX airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
82,domestic,ES_LEBL_ES_LEZL,1045029,BARCELONA/EL PRAT airport - SEVILLA airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,ES_LEZL,ES,LEZL,SEVILLA airport
83,international,DE_EDDF_FR_LFPG,1041037,FRANKFURT/MAIN airport - PARIS-CHARLES DE GAULLE airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
84,international,DE_EDDF_ES_LEBL,1034545,FRANKFURT/MAIN airport - BARCELONA/EL PRAT airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport
85,international,ES_LEMD_UK_EGKK,1033578,ADOLFO SUAREZ MADRID-BARAJAS airport - LONDON GATWICK airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
86,domestic,DE_EDDK_DE_EDDM,1017011,KOELN/BONN airport - MUENCHEN airport,DE_EDDK,DE,EDDK,KOELN/BONN airport,DE_EDDM,DE,EDDM,MUENCHEN airport
87,international,DE_EDDM_FR_LFPG,1014022,MUENCHEN airport - PARIS-CHARLES DE GAULLE airport,DE_EDDM,DE,EDDM,MUENCHEN airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
88,domestic,EL_LGAV_EL_LGIR,1010545,ATHINAI/ELEFTHERIOS VENIZELOS airport - IRAKLION/NIKOS KAZANTZAKIS airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,EL_LGIR,EL,LGIR,IRAKLION/NIKOS KAZANTZAKIS airport
89,domestic,PT_LPMA_PT_LPPT,1010455,MADEIRA airport - LISBOA airport,PT_LPMA,PT,LPMA,MADEIRA airport,PT_LPPT,PT,LPPT,LISBOA airport
90,domestic,PT_LPPR_PT_LPPT,1008951,PORTO airport - LISBOA airport,PT_LPPR,PT,LPPR,PORTO airport,PT_LPPT,PT,LPPT,LISBOA airport
91,international,ES_LEBL_PT_LPPT,1008288,BARCELONA/EL PRAT airport - LISBOA airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,PT_LPPT,PT,LPPT,LISBOA airport
92,international,IE_EIDW_UK_EGCC,1002034,DUBLIN airport - MANCHESTER airport,IE_EIDW,IE,EIDW,DUBLIN airport,UK_EGCC,UK,EGCC,MANCHESTER airport
93,domestic,ES_GCLP_ES_GCXO,1001178,GRAN CANARIA airport - TENERIFE NORTE airport,ES_GCLP,ES,GCLP,GRAN CANARIA airport,ES_GCXO,ES,GCXO,TENERIFE NORTE airport
94,domestic,FR_LFBO_FR_LFPG,999004,TOULOUSE/BLAGNAC airport - PARIS-CHARLES DE GAULLE airport,FR_LFBO,FR,LFBO,TOULOUSE/BLAGNAC airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
95,domestic,FR_FMEE_FR_LFPO,981802,SAINT DENIS GILLOT airport - PARIS-ORLY airport,FR_FMEE,FR,FMEE,SAINT DENIS GILLOT airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
96,international,CH_LSZH_NL_EHAM,976448,ZURICH airport - AMSTERDAM/SCHIPHOL airport,CH_LSZH,CH,LSZH,ZURICH airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
97,international,ES_LEMD_PT_LPPR,969958,ADOLFO SUAREZ MADRID-BARAJAS airport - PORTO airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,PT_LPPR,PT,LPPR,PORTO airport
98,international,DE_EDDM_NL_EHAM,969878,MUENCHEN airport - AMSTERDAM/SCHIPHOL airport,DE_EDDM,DE,EDDM,MUENCHEN airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
99,international,AT_LOWW_DE_EDDT,965728,WIEN-SCHWECHAT airport - BERLIN-TEGEL airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,DE_EDDT,DE,EDDT,BERLIN-TEGEL airport
100,international,SE_ESSA_UK_EGLL,959791,STOCKHOLM/ARLANDA airport - LONDON HEATHROW airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
101,domestic,FI_EFHK_FI_EFOU,956926,HELSINKI/VANTAA airport - OULU airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,FI_EFOU,FI,EFOU,OULU airport
102,domestic,TR_LTBS_TR_LTFJ,954781,MUGLA/DALAMAN airport - ISTANBUL/SABIHA GOKCEN airport,TR_LTBS,TR,LTBS,MUGLA/DALAMAN airport,TR_LTFJ,TR,LTFJ,ISTANBUL/SABIHA GOKCEN airport
103,domestic,TR_LTAU_TR_LTFJ,952848,KAYSERI (MIL/CIV) airport - ISTANBUL/SABIHA GOKCEN airport,TR_LTAU,TR,LTAU,KAYSERI (MIL/CIV) airport,TR_LTFJ,TR,LTFJ,ISTANBUL/SABIHA GOKCEN airport
104,international,BE_EBBR_ES_LEBL,951905,BRUSSELS airport - BARCELONA/EL PRAT airport,BE_EBBR,BE,EBBR,BRUSSELS airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport
105,international,DK_EKCH_UK_EGLL,947495,KOBENHAVN/KASTRUP airport - LONDON HEATHROW airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
106,international,IE_EIDW_UK_EGBB,944882,DUBLIN airport - BIRMINGHAM airport,IE_EIDW,IE,EIDW,DUBLIN airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
107,international,AT_LOWW_NL_EHAM,944540,WIEN-SCHWECHAT airport - AMSTERDAM/SCHIPHOL airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
108,international,AT_LOWW_FR_LFPG,943442,WIEN-SCHWECHAT airport - PARIS-CHARLES DE GAULLE airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
109,international,PT_LPPT_UK_EGLL,943228,LISBOA airport - LONDON HEATHROW airport,PT_LPPT,PT,LPPT,LISBOA airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
110,international,AT_LOWW_CH_LSZH,939525,WIEN-SCHWECHAT airport - ZURICH airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,CH_LSZH,CH,LSZH,ZURICH airport
111,international,DE_EDDL_TR_LTAI,938607,DUESSELDORF airport - ANTALYA (MIL-CIV) airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,TR_LTAI,TR,LTAI,ANTALYA (MIL-CIV) airport
112,international,IT_LIRF_UK_EGLL,930718,ROMA/FIUMICINO airport - LONDON HEATHROW airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
113,international,NL_EHAM_PT_LPPT,927675,AMSTERDAM/SCHIPHOL airport - LISBOA airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,PT_LPPT,PT,LPPT,LISBOA airport
114,international,FR_LFPO_PT_LPPR,925102,PARIS-ORLY airport - PORTO airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport,PT_LPPR,PT,LPPR,PORTO airport
115,international,IT_LIMC_NL_EHAM,922300,MILANO/MALPENSA airport - AMSTERDAM/SCHIPHOL airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
116,international,TR_LTFM_UK_EGLL,917899,ISTANBUL/ISTANBUL HAVALIMANI airport - LONDON HEATHROW airport,TR_LTFM,TR,LTFM,ISTANBUL/ISTANBUL HAVALIMANI airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
